Index,PortNames,DistinctLatLong,TooVague,Sea,IndigenousName,Unfindable,NotableFind,Notes,
3783,Ning-hya,"42.04956,110.40536",Y,,,,,Tingqut? West of Katay?,
3784,Kashmir,"34.098687,74.690816",,,,,,,
3785,", China","35.064699,106.483728",Y,,,,,,
3788,Lassa,"29.650532,91.117717",,,,,,,
3789,Karakarum,"36.0000828,75.9977963",Y,,,,,,
3790,Hami,"42.9626965,93.6929775",,,,,,,
3791,Kara-koran,"36.0000828,75.9977963",Y,,,,,,
3792,Eastern Tartary,"45.877349,100.825633",Y,,,,,,
3793,Che-kiang,"29.210919,119.898439",,,,,,Zhejiang,
3794,Tong-king,"20.8467333,106.6636415",,,,,,,
3796,Great Tibet,"32.205627,84.834391",Y,,,,,,
3798,Karmina,"39.714177,65.780076",,,,,,Between Bukhara and Samarkand,
3799,Eluth,"49.115189,83.570538",Y,,,,,,
3800,Little Bulgaria,"42.7198837,25.2600058",Y,,,,,Just Bulgaria?,
3801,Otrar,"42.852238,68.3026464",,,,,Y,Historical difference--places have gone,
3802,Little Tibet,"32.205627,84.834391",Y,,,,,,
3803,Perjia,"32.474382,54.046439",Y,,,,,,
3804,Gazaria,"44.913586,35.163143",Y,,,,,,
3805,Kamul,"42.9626965,93.6929775",,,,,,Hami,
3806,Manji,,,,,Y,,,
3807,Achina,,,,,Y,,,
3809,Boghar,"39.593455,60.782325",Y,,,,,,
3810,Pe-kirg,"39.938545,116.1165956",,,,,,Peking?,
3811,Shan-tong,"36.3687274,118.419832",,,,,,Shandong,
3813,Fo-kien,"25.427922,119.086596",,,,,,Fujian,
3814,Kan-chew,"25.8240103,114.9299293",,,,,,Ganzhou,
3815,Lafa,"29.650532,91.117717",,,,,,,
3816,Great Bukhdria,"39.593455,60.782325",Y,,,,,,
3817,Kublay,NAME,,,,,,,
3818,Batgao,"27.7066763,85.32124",,,,,,Katmandu,
3819,Turkestan,"44.200949,67.006897",Y,,,,,,
3821,Martini,NAME,,,,,,,
3822,Koko-nor,"35.838242,95.657186",,,,,,Qinghai,
3823,Khamil,"42.9626965,93.6929775",,,,,,Hami,
3824,Swen-wha,"40.7240732,114.8932966",,,,,,,
3825,Hu-quang,"29.794263,112.362184",Y,,,,,Hunan and Hubei?,
3826,Selinga,"51.1997993,106.2509045",,Y,,,,"A river, but landlocked",
3830,Tangut,"32.205627,84.834391",Y,,,,,Tibet?,
3833,Koko,"35.838242,95.657186",,,,,,Qinghai,
3837,So-chew,"31.3282717,120.6351971",,,,,,Suzhou,
3838,Kajkar,,,,,Y,,,
3839,Nip-chew,"51.9765416,116.5763657",,,,,,Nerchinsk,
3840,Tay-wan,"23.757851,120.9481053",,,,,,,
3841,Yun-nan,"25.1556088,101.4362853",,,,,,,
3842,Kcrea,"38.30536,127.457397",Y,,,,,,
3843,Aral,"44.412565,59.546102",,Y,,,,,
3844,Proper Bulgaria,"42.7198837,25.2600058",Y,,,,,,
3848,Little Bukhiria,"39.593455,60.782325",Y,,,,,,
3850,Romania,"45.85103,24.9035391",Y,,,,,,
3851,San-fi,"37.786054,112.472655",,,,,,Shanxi,
3852,Tibitt,"32.205627,84.834391",Y,,,,,,
3853,Hang-chew,"30.2918545,120.1480649",,,,,,,
3854,Su-chew,"31.3282717,120.6351971",,,,,,Suzhou,
3857,Karea,"38.30536,127.457397",Y,,,,,,
3859,Altay,"48.9998865,89.0016093",Y,,,,,,
3860,Little Bukbaria,"39.593455,60.782325",Y,,,,,,
3861,Great Bavaria,"48.9336113,11.6081904",,,,,,,
3862,Lajfa,"29.650532,91.117717",,,,,,,
3863,Great Bukhiria,"39.593455,60.782325",Y,,,,,,
3864,Samarkant,"39.6467477,66.9536375",,,,,,,
3865,Ruffaa,"58.278672,56.213593",Y,,,,,,
3866,Great Bukbaria,"39.593455,60.782325",Y,,,,,,
3867,Little Bukhdria,"39.593455,60.782325",Y,,,,,,
3868,Grrat Bulgaria,"39.593455,60.782325",Y,,,,,,
3869,Great Katay,"42.35881,122.563931",Y,,,,,,
3870,Karazan,"36.642267,56.79428",Y,,,,,,
3871,Nepal,"28.069156,84.191789",Y,,,,,,
3872,Sokotra,"12.5070558,53.6389797",,,,,,,
3874,"JOHNSON, PYRATES",,,,,,,,
3876,New-England,"44.1833416,-72.554567",Y,,,,,,
3877,Mackra,NAME,,,,,,,
3878,North-Carolina,"35.1497415,-82.1094474",,,,,,,
3879,South-Carolina,"33.6194151,-82.0504166",,,,,,,
3880,Cape _ Lopez,"-0.761958,8.7108686",,,,,,,
3881,Trinidado,"10.4430254,-61.7011464",,,,,,,
3882,Antegoa,"17.0856571,-61.859799",,,,,,,
3883,Cassandra,NAME,,,,,,,
3884,Cape _ Corso,"5.1036663,-1.2431686",,,,,,Cape Coast Castle,
3885,Bath-Town,"35.47336,-76.813572",,,,,,,
3887,Porto Rico,"18.2076659,-67.147687",,,,,,,
3888,Angria,NAME,,,,,,,
3889,Cape _ Appollonia,"4.987141,-2.592135",,,,,,,
3890,Pernambuca,"-8.5807819,-37.5365046",,,,,,,
3891,Rhode-Island,"41.5569753,-71.7787771",,,,,,,
3892,Island of St. _ Thomas,"0.3419787,6.6924397",,,,,,,
3893,Bay of _ Honduras,"16.1513995,-88.2604762",,Y,,,,,
3894,Island of _ Providence,"25.0509499,-77.3562318",,,,,,,
3895,Cape _ Corso-Castle,"5.1036663,-1.2431686",,,,,,Cape Coast Castle,
3896,East-India,"3.197879,118.823748",Y,,,,,,
3898,Biddiford,"51.0164298,-4.2061369",,,,,,,
3899,Breda,"51.579968,4.756653",,,,,,,
3900,Sierraleone,"8.4206896,-12.9614388",,,,,,,
3901,Cilicia,"36.8666667,35.4831911",Y,,,,,,
3902,Island of _ Cuba,"22.204864,-79.4574347",,,,,,,
3904,St. _ Thomas,"0.3419787,6.6924397",,,,,,,
3905,Cape _ James,,,,,Y,,,
3906,St. _ Thome,"0.3419787,6.6924397",,,,,,,
3907,Cape-Corso-Castle,"5.1036663,-1.2431686",,,,,,Cape Coast Castle,
3908,Cape _ Montzerado,,,,,Y,,,
3909,Gambia Castle,"13.3175121,-16.3613688",,,,,,,
3910,Block Island,"41.175489,-71.587908",,,,,,,
3911,West-India,"17.236513,-68.847351",Y,,,,,,
3912,North-America,"31.73517,-106.3896327",Y,,,,,,
3913,Annobono,"-1.4342546,5.6187254",,,,,,,
3914,Island of St. _ Bartholomew,"-52.9208418,-70.5822831",,,,,,,
3915,Island of _ Blanco,"11.846467,-64.622655",,,,,,,
3918,Island of _ Jamaica,"18.1185235,-77.8365834",,,,,,,
3919,Santa Crux,"17.7316286,-64.816255",,,,,,,
3920,Spanish America,"7.777731, -77.457470",Y,,,,,,
3921,Maryland,"38.7994389,-78.3607215",,,,,,,
3922,Mohilla,"-12.3198592,43.7441233",,,,,,,
3923,Callaba,"18.9036787,72.8117877",,,,,,,
3924,Curacco,"12.2082644,-69.0734273",,,,,,,
3925,Caribbee Islands,"18.4162654,-68.3287173",Y,,,,,,
3927,Sierraleon,"8.4206896,-12.9614388",,,,,,,
3929,Cape _ Palmas,"4.3689316,-7.7284395",,,,,,,
3931,Cape-Corso,"5.1036663,-1.2431686",,,,,,Cape Coast Castle,
3933,Cape _ Mount,"6.7233331,-11.3621095",,,,,,,
3934,RAYNAL,,,,,,,,
3935,Paraguay,"-27.22134,-58.600971",,Y,,,,,
3936,Pennsylvania,"40.879373,-77.7884737",,,,,,,
3937,St. Lucia,"13.9128126,-61.1109434",,,,,,,
3938,Baffora,"30.1981483,47.4229658",,,,,,,
3939,Utrecht,"52.091565,5.0796163",,,,,,,
3940,Alia,"50.4151565,64.2807778",Y,,,,,Asia,
3941,Grenada,"12.2597668,-61.7307272",,,,,,,
3942,Acadia,"45.838076,-64.4537487",Y,,,,,,
3943,Brama,NAME,,,,,,,
3944,Granada,"12.2597668,-61.7307272",,,,,,,
3945,Hindostan,"22.363879,78.157527",Y,,,,,India,
3946,Lilbon,"38.7436214,-9.1953084",,,,,,Lisbon,
3947,New Jersey,"40.411480, -74.559850",,,,,,chose South Brunswick,
3948,Mediterranean,"36.232643,17.9773663",Y,Y,,,,,
3949,Carthage,"36.869894,10.3304923",,,,,,,
3950,Tranquebar,"11.029325,79.8499583",,,,,,"Ambiguous--in Raynal, the Danish fort in Tamil Nadu, but also a place in Mauritius",
3951,Popayan,"2.443836,-76.6170577",,,,,,,
3952,New France,"44.185068,-88.9982497",Y,,,,,,
3953,ATHENS,"37.977979,23.7285973",,,,,,,
3954,Petersburg,"59.935817,30.3183773",,,,,,St. Petersburg,
3955,Andalusia,"37.53308,-4.2988827",,,,,,,
3956,Angelos,,,,,Y,,,
3957,Magdalena,"11.04846,-74.8302477",,Y,,,,,
3958,American islands,"18.4162654,-68.3287173",Y,,,,,Caribbean,
3959,Cavagna,"23.14691,-82.3521447",,,,,,,
3960,New Belgia,"40.6971494,-74.2598637",,,,,,New York,
3961,Louifbourg,"45.9398185,-59.9959187",,,,,,Louisborough,
3962,Morocco,"32.890419,-6.0448597",Y,,,,,,
3963,Ataida,NAME,,,,,,,
3964,Chandernagore,"22.860686,88.3651233",,,,,,,
3965,Sweden,"62.583881,15.9175513",Y,,,,,,
3966,Anjou,NAME,,,,,,,
3967,Fernambucca,"-8.5807819,-37.5365046",,,,,,,
3968,St. Sacrament,"-34.471257,-57.8513947",,,,,,Colonia,
3969,Curaffou,"12.2082644,-69.0734273",,,,,,Curacao,
3970,St. Peter 's,,,,,Y,,,
3971,Aufiria,NAME,,,,,,,
