***	O
,	O
that	O
not	O
having	O
gold	O
enough	O
to	O
offer	O
the	O
lieutenant	O
,	O
as	O
an	O
acknowledgment	O
for	O
his	O
teaching	O
them	O
,	O
he	O
gave	O
him	O
a	O
very	O
good	O
ring	O
from	O
his	O
finger	O
,	O
having	O
a	O
fine	O
large	O
emerald	O
in	O
it	O
of	O
some	O
value	O
,	O
and	O
made	O
him	O
a	O
long	O
Spanish	O
compliment	O
for	O
having	O
nothing	O
of	O
greater	O
consequence	O
to	O
offer	O
him	O
.	O

We	O
now	O
made	O
preparations	O
for	O
sailing	O
,	O
and	O
our	O
men	O
,	O
in	O
my	O
absence	O
,	O
had	O
laid	O
in	O
a	O
very	O
considerable	O
supply	O
of	O
provisions	O
,	O
particularly	O
excellent	O
pork	O
,	O
and	O
tolerable	O
good	O
beef	O
,	O
with	O
a	O
great	O
number	O
of	O
goats	O
and	O
hogs	O
alive	O
,	O
as	O
many	O
as	O
we	O
could	O
stow	O
.	O

But	O
I	O
had	O
now	O
my	O
principal	O
undertaking	O
to	O
manage	O
,	O
I	O
mean	O
that	O
of	O
sending	O
out	O
my	O
little	O
army	O
for	O
discovery	O
,	O
and	O
,	O
having	O
communicated	O
my	O
design	O
to	O
the	O
supercargo	O
,	O
and	O
the	O
person	O
whom	O
I	O
intrusted	O
with	O
him	O
in	O
the	O
command	O
of	O
the	O
ships	O
,	O
they	O
unanimously	O
approved	O
of	O
the	O
scheme	O
.	O

My	O
next	O
business	O
was	O
to	O
resolve	O
upon	O
whom	O
to	O
confer	O
the	O
command	O
of	O
the	O
expedition	O
;	O
and	O
this	O
,	O
by	O
general	O
consent	O
,	O
fell	O
upon	O
the	O
lieutenant	O
of	O
the	O
Madagascar	O
ship	O
,	O
who	O
had	O
taught	O
the	O
young	O
Spaniards	O
navigation	O
,	O
and	O
this	O
the	O
rather	O
,	O
because	O
he	O
was	O
naturally	O
a	O
bold	O
enterprising	O
man	O
,	O
and	O
also	O
an	O
excellent	O
geographer	O
;	O
indeed	O
,	O
he	O
was	O
a	O
general	O
artist	O
,	O
and	O
a	O
man	O
faithful	O
and	O
vigilant	O
in	O
whatever	O
he	O
undertook	O
,	O
nor	O
was	O
it	O
a	O
little	O
consideration	O
with	O
me	O
,	O
that	O
he	O
was	O
so	O
agreeable	O
to	O
the	O
Spaniard	O
and	O
his	O
sons	O
,	O
of	O
whose	O
aid	O
we	O
knew	O
he	O
would	O
stand	O
in	O
so	O
much	O
need	O
.	O

When	O
I	O
had	O
communicated	O
to	O
him	O
the	O
design	O
,	O
and	O
he	O
had	O
both	O
approved	O
of	O
the	O
undertaking	O
itself	O
,	O
and	O
accepted	O
the	O
command	O
,	O
we	O
constituted	O
him	O
captain	O
,	O
and	O
the	O
two	O
midshipmen	O
we	O
made	O
lieutenants	O
for	O
the	O
expedition	O
,	O
promising	O
each	O
of	O
them	O
500	O
_	O
l.	O
_	O
if	O
they	O
performed	O
it	O
.	O

As	O
for	O
the	O
captain	O
,	O
we	O
came	O
to	O
a	O
good	O
agreement	O
with	O
him	O
for	O
his	O
reward	O
;	O
for	O
I	O
engaged	O
to	O
give	O
him	O
a	O
thousand	O
pounds	O
in	O
gold	O
as	O
soon	O
as	O
we	O
met	O
,	O
if	O
the	O
journey	O
was	O
performed	O
effectually	O
.	O

We	O
then	O
laid	O
open	O
the	O
design	O
to	O
the	O
men	O
,	O
and	O
left	O
it	O
to	O
every	O
one	O
's	O
choice	O
to	O
go	O
,	O
or	O
not	O
to	O
go	O
,	O
as	O
they	O
pleased	O
;	O
but	O
,	O
instead	O
of	O
wanting	O
men	O
to	O
go	O
volunteers	O
,	O
we	O
were	O
fain	O
to	O
decide	O
it	O
by	O
lot	O
among	O
some	O
of	O
them	O
,	O
they	O
were	O
all	O
so	O
eager	O
to	O
undertake	O
it	O
.	O

Then	O
I	O
gave	O
them	O
articles	O
and	O
conditions	O
,	O
which	O
they	O
who	O
ventured	O
should	O
engage	O
themselves	O
to	O
comply	O
with	O
,	O
and	O
particularly	O
,	O
that	O
they	O
should	O
not	O
mutiny	O
,	O
upon	O
pain	O
of	O
being	O
shot	O
to	O
death	O
when	O
we	O
met	O
,	O
or	O
upon	O
the	O
spot	O
,	O
if	O
the	O
captain	O
thought	O
it	O
necessary	O
;	O
that	O
they	O
should	O
not	O
straggle	O
from	O
their	O
company	O
,	O
nor	O
be	O
tempted	O
by	O
the	O
view	O
of	O
picking	O
up	O
gold	O
to	O
stay	O
behind	O
,	O
when	O
the	O
company	O
beat	O
to	O
march	O
;	O
that	O
all	O
the	O
gold	O
they	O
found	O
in	O
the	O
way	O
should	O
be	O
common	O
,	O
should	O
be	O
put	O
together	O
in	O
a	O
bulk	O
every	O
night	O
,	O
and	O
be	O
divided	O
faithfully	O
and	O
equally	O
at	O
the	O
end	O
of	O
the	O
journey	O
,	O
allowing	O
only	O
five	O
shares	O
to	O
each	O
ship	O
,	O
to	O
be	O
divided	O
as	O
I	O
should	O
direct	O
.	O

Besides	O
which	O
,	O
upon	O
condition	O
that	O
every	O
man	O
behaved	O
himself	O
faithfully	O
and	O
quietly	O
,	O
and	O
did	O
his	O
duty	O
,	O
I	O
promised	O
,	O
that	O
besides	O
the	O
gold	O
he	O
might	O
get	O
by	O
the	O
way	O
,	O
I	O
would	O
give	O
to	O
all	O
one	O
hundred	O
pounds	O
each	O
at	O
our	O
meeting	O
;	O
and	O
,	O
if	O
any	O
man	O
was	O
sick	O
,	O
or	O
maimed	O
by	O
the	O
way	O
,	O
the	O
rest	O
were	O
to	O
engage	O
not	O
to	O
forsake	O
and	O
leave	O
him	O
on	O
any	O
account	O
whatsoever	O
,	O
death	O
only	O
excepted	O
.	O

And	O
if	O
any	O
man	O
died	O
,	O
except	O
by	O
any	O
violence	O
from	O
the	O
rest	O
,	O
his	O
share	O
of	O
the	O
gold	O
which	O
was	O
gotten	O
should	O
be	O
faithfully	O
kept	O
for	O
his	O
family	O
,	O
if	O
he	O
had	O
any	O
;	O
but	O
his	O
reward	O
of	O
one	O
hundred	O
pounds	O
,	O
which	O
was	O
not	O
due	O
,	O
because	O
he	O
did	O
not	O
live	O
to	O
demand	O
it	O
,	O
should	O
be	O
divided	O
among	O
the	O
rest	O
;	O
so	O
that	O
by	O
this	O
agreement	O
,	O
the	O
undertaking	O
was	O
not	O
so	O
dear	O
to	O
me	O
as	O
I	O
had	O
expected	O
,	O
for	O
the	O
pay	O
of	O
the	O
men	O
amounted	O
to	O
no	O
more	O
than	O
the	O
sum	O
following	O
,	O
viz.	O
--	O
To	O
the	O
lieutenant	O
,	O
now	O
made	O
captain	O
£	O
1000	O
To	O
the	O
midshipmen	O
,	O
now	O
made	O
lieutenants	O
,	O
each	O
500	O
_	O
l.	O
_	O
1000	O
To	O
fifty	O
men	O
,	O
each	O
100	O
_	O
l.	O
_	O
5000	O
To	O
the	O
surgeon	O
200	O
_	O
l.	O
_	O
,	O
and	O
his	O
servant	O
100	O
_	O
l.	O
_	O
,	O
over	O
and	O
above	O
their	O
100	O
_	O
l.	O
_	O
as	O
being	O
part	O
of	O
the	O
fifty	O
men	O
300	O
-----	O
£	O
7300	O
Having	O
pitched	O
upon	O
the	O
men	O
,	O
I	O
landed	O
them	O
,	O
and	O
made	O
them	O
encamp	O
on	O
shore	O
;	O
but	O
,	O
first	O
of	O
all	O
,	O
I	O
made	O
them	O
every	O
one	O
make	O
wills	O
or	O
letters	O
of	O
attorney	O
,	O
or	O
other	O
dispositions	O
,	O
of	O
their	O
effects	O
to	O
such	O
persons	O
as	O
they	O
thought	O
fit	O
,	O
with	O
an	O
account	O
under	O
their	O
hands	O
,	O
endorsed	O
on	O
the	O
back	O
of	O
the	O
said	O
wills	O
,	O
&	O
c.	O
,	O
intimating	O
what	O
chests	O
or	O
cases	O
or	O
other	O
things	O
they	O
had	O
on	O
board	O
,	O
and	O
what	O
was	O
in	O
them	O
,	O
and	O
what	O
pay	O
was	O
due	O
to	O
them	O
;	O
and	O
those	O
chests	O
,	O
&	O
c.	O
,	O
were	O
sealed	O
up	O
before	O
their	O
faces	O
with	O
my	O
seal	O
,	O
and	O
writings	O
signed	O
by	O
me	O
,	O
the	O
contents	O
unknown	O
.	O

Thus	O
they	O
were	O
secure	O
that	O
all	O
they	O
had	O
left	O
in	O
the	O
ships	O
,	O
and	O
all	O
that	O
was	O
due	O
to	O
them	O
,	O
should	O
be	O
punctually	O
and	O
carefully	O
kept	O
and	O
delivered	O
as	O
it	O
was	O
designed	O
and	O
directed	O
by	O
themselves	O
,	O
and	O
this	O
was	O
greatly	O
to	O
their	O
satisfaction	O
.	O

As	O
to	O
the	O
reward	O
of	O
one	O
hundred	O
pounds	O
a	O
man	O
,	O
and	O
the	O
articles	O
about	O
keeping	O
together	O
,	O
obeying	O
orders	O
,	O
gathering	O
up	O
gold	O
,	O
and	O
the	O
like	O
,	O
I	O
did	O
not	O
read	O
to	O
them	O
till	O
they	O
were	O
all	O
on	O
shore	O
,	O
and	O
till	O
I	O
was	O
ready	O
to	O
leave	O
them	O
;	O
because	O
,	O
if	O
the	O
rest	O
of	O
the	O
men	O
had	O
heard	O
it	O
,	O
I	O
should	O
have	O
kept	O
nobody	O
with	O
me	O
to	O
have	O
sailed	O
the	O
ships	O
.	O

There	O
was	O
as	O
stout	O
a	O
company	O
of	O
bold	O
,	O
young	O
brisk	O
fellows	O
of	O
them	O
,	O
as	O
ever	O
went	O
upon	O
any	O
expedition	O
,	O
fifty-three	O
in	O
number	O
;	O
among	O
them	O
a	O
surgeon	O
and	O
his	O
mate	O
,	O
very	O
skilful	O
and	O
honest	O
men	O
both	O
of	O
them	O
,	O
a	O
trumpeter	O
and	O
a	O
drummer	O
,	O
three	O
ship-carpenters	O
,	O
a	O
cook	O
,	O
who	O
was	O
also	O
a	O
butcher	O
by	O
trade	O
,	O
and	O
a	O
barber	O
,	O
two	O
shoemakers	O
who	O
had	O
been	O
soldiers	O
among	O
the	O
pirates	O
,	O
a	O
smith	O
,	O
and	O
a	O
tailor	O
of	O
the	O
same	O
,	O
so	O
that	O
they	O
wanted	O
no	O
mechanics	O
,	O
whatever	O
might	O
happen	O
to	O
them	O
.	O

Give	O
the	O
fellows	O
their	O
due	O
,	O
they	O
took	O
but	O
little	O
baggage	O
with	O
them	O
;	O
but	O
,	O
however	O
,	O
what	O
they	O
had	O
,	O
I	O
took	O
care	O
,	O
with	O
the	O
assistance	O
of	O
my	O
patron	O
,	O
the	O
Spaniard	O
,	O
should	O
be	O
as	O
much	O
carried	O
for	O
them	O
as	O
possible	O
.	O

I	O
provided	O
them	O
three	O
large	O
tents	O
made	O
of	O
a	O
cotton	O
stuff	O
,	O
which	O
I	O
bought	O
in	O
the	O
country	O
,	O
and	O
which	O
we	O
made	O
up	O
on	O
board	O
,	O
which	O
tents	O
were	O
large	O
enough	O
to	O
cover	O
them	O
all	O
,	O
in	O
case	O
of	O
rain	O
or	O
heat	O
;	O
but	O
as	O
for	O
beds	O
or	O
bedding	O
,	O
they	O
had	O
only	O
seven	O
hammocks	O
,	O
in	O
case	O
any	O
man	O
was	O
sick	O
;	O
for	O
the	O
rest	O
,	O
they	O
were	O
to	O
shift	O
as	O
well	O
as	O
they	O
could	O
;	O
the	O
season	O
was	O
hot	O
,	O
and	O
the	O
climate	O
good	O
.	O

Their	O
way	O
lay	O
in	O
the	O
latitude	O
of	O
40	O
to	O
50	O
°	O
,	O
and	O
they	O
set	O
out	O
in	O
the	O
latter	O
end	O
of	O
the	O
month	O
of	O
October	O
,	O
which	O
,	O
on	O
that	O
side	O
of	O
the	O
line	O
,	O
is	O
the	O
same	O
as	O
our	O
April	O
;	O
so	O
that	O
the	O
covering	O
was	O
more	O
to	O
keep	O
them	O
from	O
the	O
heat	O
than	O
the	O
cold	O
.	O

It	O
was	O
needful	O
,	O
in	O
order	O
to	O
their	O
defence	O
,	O
to	O
furnish	O
them	O
with	O
arms	O
and	O
ammunition	O
;	O
so	O
I	O
gave	O
to	O
every	O
man	O
a	O
musket	O
or	O
fuzee	O
,	O
a	O
pistol	O
,	O
and	O
a	O
sword	O
,	O
with	O
cartouches	O
and	O
a	O
good	O
stock	O
of	O
ammunition	O
,	O
powder	O
and	O
shot	O
,	O
with	O
three	O
small	O
barrels	O
of	O
fine	O
powder	O
for	O
store	O
,	O
and	O
lead	O
in	O
proportion	O
;	O
and	O
these	O
things	O
were	O
,	O
indeed	O
,	O
the	O
heaviest	O
part	O
of	O
their	O
baggage	O
,	O
excepting	O
the	O
carpenters	O
'	O
tools	O
and	O
the	O
surgeon	O
's	O
box	O
of	O
medicines	O
.	O

As	O
for	O
the	O
carrying	O
all	O
these	O
things	O
,	O
they	O
might	O
easily	O
furnish	O
themselves	O
with	O
mules	O
or	O
horses	O
for	O
carriage	O
,	O
while	O
they	O
had	O
money	O
to	O
pay	O
for	O
them	O
,	O
and	O
you	O
may	O
judge	O
how	O
that	O
could	O
be	O
wanting	O
,	O
by	O
what	O
has	O
been	O
said	O
of	O
the	O
country	O
.	O

We	O
gave	O
them	O
,	O
however	O
,	O
a	O
good	O
large	O
pack	O
of	O
European	O
goods	O
,	O
to	O
make	O
agreeable	O
presents	O
where	O
they	O
received	O
favours	O
;	O
such	O
as	O
black	O
baize	O
,	O
pieces	O
of	O
say	O
,	O
serge	O
,	O
calamanco	O
,	O
drugget	O
,	O
hats	O
and	O
stockings	O
;	O
not	O
forgetting	O
another	O
pack	O
of	O
hatchets	O
,	O
knives	O
,	O
scissors	O
,	O
beads	O
,	O
toys	O
,	O
and	O
such	O
things	O
,	O
to	O
please	O
the	O
natives	O
of	O
the	O
plain	O
country	O
,	O
if	O
they	O
should	O
meet	O
with	O
any	O
.	O

They	O
desired	O
a	O
few	O
hand	O
granadoes	O
,	O
and	O
we	O
gave	O
them	O
about	O
a	O
dozen	O
;	O
but	O
,	O
as	O
they	O
were	O
heavy	O
,	O
it	O
would	O
have	O
been	O
very	O
troublesome	O
to	O
have	O
carried	O
more	O
.	O

The	O
Spaniard	O
stayed	O
till	O
all	O
this	O
was	O
done	O
,	O
and	O
till	O
the	O
men	O
were	O
ready	O
to	O
march	O
,	O
and	O
then	O
told	O
us	O
privately	O
,	O
that	O
it	O
would	O
not	O
be	O
proper	O
for	O
him	O
to	O
march	O
along	O
with	O
them	O
,	O
or	O
to	O
appear	O
openly	O
to	O
countenance	O
the	O
enterprise	O
;	O
that	O
my	O
two	O
lieutenants	O
knew	O
the	O
way	O
perfectly	O
well	O
;	O
and	O
that	O
he	O
would	O
go	O
before	O
to	O
his	O
own	O
house	O
,	O
and	O
they	O
should	O
hear	O
of	O
him	O
by	O
the	O
way	O
.	O

All	O
the	O
mules	O
and	O
horses	O
which	O
he	O
had	O
lent	O
us	O
to	O
bring	O
us	O
back	O
he	O
left	O
with	O
them	O
to	O
carry	O
their	O
baggage	O
,	O
and	O
our	O
new	O
captain	O
had	O
bought	O
six	O
more	O
privately	O
in	O
the	O
country	O
.	O

The	O
last	O
instructions	O
I	O
gave	O
to	O
our	O
men	O
were	O
,	O
that	O
they	O
should	O
make	O
the	O
best	O
of	O
their	O
way	O
over	O
the	O
country	O
beyond	O
the	O
mountains	O
;	O
that	O
they	O
should	O
take	O
the	O
exact	O
distances	O
of	O
places	O
,	O
and	O
keep	O
a	O
journal	O
of	O
their	O
march	O
,	O
set	O
up	O
crosses	O
and	O
marks	O
at	O
all	O
proper	O
stations	O
;	O
and	O
that	O
they	O
should	O
steer	O
their	O
course	O
as	O
near	O
as	O
they	O
could	O
between	O
the	O
latitude	O
of	O
40	O
°	O
,	O
where	O
they	O
would	O
enter	O
the	O
country	O
,	O
and	O
the	O
latitude	O
of	O
45	O
°	O
south	O
,	O
so	O
that	O
they	O
would	O
go	O
an	O
east-south-east	O
course	O
most	O
of	O
the	O
way	O
,	O
and	O
that	O
wherever	O
they	O
made	O
the	O
shore	O
they	O
should	O
seek	O
for	O
a	O
creek	O
or	O
port	O
where	O
the	O
ships	O
might	O
come	O
to	O
an	O
anchor	O
,	O
and	O
look	O
out	O
night	O
and	O
day	O
for	O
the	O
ships	O
;	O
the	O
signals	O
also	O
were	O
agreed	O
on	O
,	O
and	O
they	O
had	O
two	O
dozen	O
of	O
rockets	O
to	O
throw	O
up	O
if	O
they	O
discovered	O
us	O
at	O
sea	O
;	O
they	O
had	O
all	O
necessary	O
instruments	O
for	O
observation	O
also	O
,	O
and	O
perspective	O
glasses	O
,	O
pocket	O
compasses	O
,	O
&	O
c.	O
,	O
and	O
thus	O
they	O
set	O
out	O
,	O
October	O
24th	O
,	O
1715	O
.	O

We	O
stayed	O
five	O
days	O
after	O
they	O
began	O
their	O
march	O
,	O
by	O
agreement	O
,	O
that	O
if	O
any	O
opposition	O
should	O
be	O
offered	O
them	O
in	O
the	O
country	O
,	O
or	O
any	O
umbrage	O
taken	O
at	O
their	O
design	O
,	O
so	O
that	O
it	O
could	O
not	O
be	O
executed	O
,	O
we	O
might	O
have	O
notice	O
.	O

But	O
as	O
the	O
Spaniards	O
in	O
the	O
country	O
,	O
who	O
are	O
the	O
most	O
supinely	O
negligent	O
people	O
in	O
the	O
world	O
,	O
had	O
not	O
the	O
least	O
shadow	O
of	O
intelligence	O
,	O
and	O
took	O
them	O
only	O
to	O
be	O
French	O
seamen	O
belonging	O
to	O
the	O
two	O
French	O
ships	O
-LRB-	O
such	O
we	O
past	O
for	O
-RRB-	O
who	O
had	O
lain	O
there	O
so	O
long	O
,	O
they	O
knew	O
nothing	O
when	O
they	O
went	O
away	O
,	O
much	O
less	O
whither	O
;	O
but	O
,	O
no	O
question	O
,	O
they	O
believed	O
that	O
they	O
were	O
all	O
gone	O
aboard	O
again	O
.	O

We	O
stayed	O
three	O
days	O
longer	O
than	O
we	O
appointed	O
,	O
and	O
hearing	O
nothing	O
amiss	O
from	O
them	O
,	O
we	O
were	O
satisfied	O
that	O
all	O
was	O
right	O
with	O
them	O
;	O
so	O
we	O
put	O
to	O
sea	O
,	O
standing	O
off	O
to	O
the	O
west	O
,	O
till	O
we	O
were	O
out	O
of	O
sight	O
of	O
the	O
shore	O
,	O
and	O
then	O
we	O
stood	O
away	O
due	O
south	O
,	O
with	O
a	O
fresh	O
gale	O
at	O
north-west-by-west	O
,	O
and	O
fair	O
weather	O
,	O
though	O
the	O
wind	O
chopped	O
about	O
soon	O
after	O
,	O
and	O
we	O
had	O
calms	O
and	O
hot	O
weather	O
that	O
did	O
us	O
no	O
good	O
,	O
but	O
made	O
our	O
men	O
sick	O
and	O
lazy	O
.	O

The	O
supposed	O
journey	O
of	O
our	O
travellers	O
,	O
their	O
march	O
,	O
and	O
the	O
adventures	O
they	O
should	O
meet	O
with	O
by	O
the	O
way	O
,	O
were	O
,	O
indeed	O
,	O
sufficient	O
diversion	O
,	O
and	O
employed	O
us	O
all	O
with	O
discourse	O
,	O
as	O
well	O
in	O
the	O
great	O
cabin	O
and	O
roundhouse	O
as	O
afore	O
the	O
mast	O
,	O
and	O
wagers	O
were	O
very	O
rife	O
among	O
us	O
,	O
who	O
should	O
come	O
first	O
to	O
the	O
shore	O
of	O
Patagonia	PNM
,	O
for	O
so	O
we	O
called	O
it	O
.	O

As	O
for	O
the	O
place	O
,	O
neither	O
they	O
nor	O
we	O
could	O
make	O
any	O
guess	O
at	O
what	O
part	O
of	O
the	O
country	O
they	O
should	O
make	O
the	O
sea	O
;	O
but	O
,	O
as	O
for	O
us	O
,	O
we	O
resolved	O
to	O
make	O
the	O
port	O
St.	PNM
Julian	PNM
our	O
first	O
place	O
to	O
put	O
in	O
at	O
,	O
which	O
is	O
in	O
the	O
latitude	O
of	O
50	O
°	O
5	O
'	O
and	O
that	O
then	O
,	O
as	O
wind	O
and	O
weather	O
would	O
permit	O
,	O
we	O
would	O
keep	O
the	O
coast	O
as	O
near	O
as	O
we	O
could	O
,	O
till	O
we	O
came	O
to	O
Punta	PNM
de	PNM
St.	PNM
Helena	PNM
,	O
where	O
we	O
would	O
ride	O
for	O
some	O
time	O
,	O
and	O
,	O
if	O
possible	O
,	O
till	O
we	O
heard	O
of	O
them	O
.	O

We	O
had	O
but	O
a	O
cross	O
voyage	O
to	O
the	O
mouth	O
of	O
the	O
Straits	PNM
of	PNM
Magellan	PNM
,	O
having	O
contrary	O
winds	O
,	O
as	O
I	O
have	O
said	O
,	O
and	O
sometimes	O
bad	O
weather	O
;	O
so	O
that	O
it	O
was	O
the	O
13th	O
of	O
December	O
when	O
we	O
made	O
an	O
observation	O
,	O
and	O
found	O
ourselves	O
in	O
the	O
latitude	O
of	O
52	O
°	O
30	O
'	O
,	O
which	O
is	O
just	O
the	O
height	O
of	O
Cape	PNM
Victoria	PNM
,	O
at	O
the	O
mouth	O
of	O
the	O
passage	O
.	O

Some	O
of	O
our	O
officers	O
were	O
very	O
much	O
for	O
passing	O
the	O
Straits	PNM
,	O
and	O
not	O
going	O
about	O
by	O
Cape	PNM
Horn	PNM
;	O
but	O
the	O
uncertainty	O
of	O
the	O
winds	O
in	O
the	O
passage	O
,	O
the	O
danger	O
of	O
the	O
currents	O
,	O
&	O
c.	O
,	O
made	O
it	O
by	O
no	O
means	O
advisable	O
,	O
so	O
we	O
resolved	O
to	O
keep	O
good	O
sea-room	O
.	O

The	O
25th	O
of	O
December	O
,	O
we	O
found	O
ourselves	O
in	O
the	O
latitude	O
of	O
62	O
°	O
30	O
'	O
,	O
and	O
being	O
Christmas-day	O
,	O
I	O
feasted	O
the	O
men	O
,	O
and	O
drank	O
the	O
health	O
of	O
our	O
travellers	O
.	O

Our	O
course	O
was	O
south-east-by-south	O
,	O
the	O
wind	O
south-west	O
;	O
then	O
we	O
changed	O
our	O
course	O
,	O
and	O
went	O
east	O
for	O
eight	O
days	O
,	O
and	O
having	O
changed	O
our	O
course	O
,	O
stood	O
away	O
,	O
without	O
observation	O
,	O
east-north-east	O
,	O
and	O
in	O
two	O
days	O
more	O
,	O
made	O
the	O
land	O
,	O
on	O
the	O
east	O
of	O
the	O
Strait	PNM
de	PNM
la	PNM
Mare	PNM
,	O
so	O
that	O
we	O
were	O
obliged	O
to	O
stand	O
away	O
east-south-east	O
to	O
take	O
more	O
sea-room	O
,	O
when	O
the	O
wind	O
veering	O
to	O
the	O
south-by-east	O
,	O
a	O
fresh	O
gale	O
,	O
we	O
stood	O
boldly	O
away	O
due	O
north	O
,	O
and	O
running	O
large	O
,	O
soon	O
found	O
that	O
we	O
were	O
entered	O
into	O
the	O
North	PNM
Sea	PNM
on	O
Twelfth	O
Day	O
;	O
for	O
joy	O
of	O
which	O
,	O
and	O
to	O
celebrate	O
the	O
day	O
,	O
I	O
gave	O
every	O
mess	O
a	O
piece	O
of	O
English	O
beef	O
,	O
and	O
a	O
piece	O
of	O
Chilian	O
pork	O
,	O
and	O
made	O
a	O
great	O
bowl	O
of	O
punch	O
afore	O
the	O
mast	O
,	O
as	O
well	O
as	O
in	O
the	O
great	O
cabin	O
,	O
which	O
made	O
our	O
men	O
very	O
cheerful	O
,	O
and	O
instead	O
of	O
a	O
twelfth	O
cake	O
,	O
I	O
gave	O
the	O
cook	O
order	O
to	O
make	O
every	O
mess	O
a	O
good	O
plum-pudding	O
,	O
which	O
pleased	O
them	O
all	O
as	O
well	O
.	O

But	O
while	O
we	O
were	O
at	O
our	O
liquor	O
and	O
merry	O
,	O
the	O
wind	O
came	O
about	O
to	O
the	O
north-east	O
and	O
blew	O
very	O
hard	O
,	O
threatening	O
us	O
with	O
a	O
storm	O
,	O
and	O
as	O
the	O
shore	O
lay	O
on	O
our	O
leeward	O
quarter	O
,	O
we	O
were	O
not	O
without	O
apprehensions	O
of	O
being	O
driven	O
on	O
some	O
dangerous	O
places	O
,	O
where	O
we	O
could	O
have	O
no	O
shelter	O
;	O
I	O
immediately	O
therefore	O
altered	O
my	O
course	O
,	O
and	O
ran	O
away	O
east	O
all	O
night	O
,	O
to	O
have	O
as	O
much	O
sea-room	O
as	O
possible	O
.	O

The	O
next	O
day	O
the	O
wind	O
abated	O
,	O
and	O
hauling	O
away	O
to	O
the	O
east	O
,	O
we	O
stood	O
northward	O
again	O
,	O
and	O
then	O
north-west	O
in	O
three	O
days	O
more	O
,	O
and	O
we	O
made	O
land	O
,	O
which	O
appeared	O
to	O
be	O
the	O
head	O
island	O
of	O
Port	PNM
St.	PNM
Julian	PNM
,	O
on	O
the	O
north	O
side	O
of	O
the	O
port	O
,	O
where	O
we	O
ran	O
in	O
,	O
and	O
about	O
an	O
hour	O
before	O
sunset	O
came	O
to	O
an	O
anchor	O
in	O
eleven	O
fathom	O
good	O
holding	O
ground	O
,	O
latitude	O
49	O
°	O
18	O
'	O
.	O

We	O
wanted	O
fresh	O
water	O
,	O
otherwise	O
we	O
would	O
not	O
have	O
made	O
any	O
stay	O
here	O
,	O
for	O
we	O
knew	O
we	O
were	O
a	O
little	O
too	O
far	O
to	O
the	O
south	O
;	O
however	O
,	O
we	O
were	O
obliged	O
to	O
fill	O
fresh	O
water	O
here	O
for	O
three	O
days	O
together	O
,	O
the	O
watering-place	O
being	O
a	O
good	O
way	O
up	O
the	O
river	O
,	O
and	O
the	O
swell	O
of	O
the	O
sea	O
running	O
very	O
high	O
.	O

During	O
this	O
interval	O
,	O
Captain	O
Merlotte	O
and	O
I	O
went	O
on	O
shore	O
with	O
about	O
thirty	O
men	O
,	O
and	O
marched	O
up	O
the	O
country	O
near	O
twenty	O
miles	O
,	O
getting	O
up	O
to	O
the	O
top	O
of	O
the	O
hills	O
,	O
where	O
we	O
made	O
fires	O
,	O
and	O
at	O
the	O
farthest	O
hill	O
we	O
encamped	O
all	O
night	O
,	O
and	O
threw	O
up	O
five	O
rockets	O
,	O
which	O
was	O
our	O
signal	O
;	O
but	O
we	O
saw	O
nothing	O
to	O
answer	O
it	O
,	O
nor	O
any	O
sign	O
either	O
of	O
English	O
people	O
or	O
natives	O
in	O
all	O
the	O
country	O
.	O

We	O
saw	O
a	O
noble	O
champaign	O
country	O
,	O
the	O
plains	O
all	O
smooth	O
,	O
and	O
covered	O
with	O
grass	O
like	O
Salisbury	O
Plain	O
;	O
very	O
little	O
wood	O
to	O
be	O
seen	O
anywhere	O
,	O
insomuch	O
that	O
we	O
could	O
not	O
get	O
any	O
thing	O
but	O
grass	O
to	O
make	O
a	O
smoke	O
with	O
,	O
which	O
was	O
another	O
of	O
our	O
signals	O
.	O

We	O
shot	O
some	O
fowls	O
here	O
,	O
and	O
five	O
or	O
six	O
hares	O
;	O
the	O
hares	O
are	O
as	O
large	O
as	O
an	O
English	O
fox	O
,	O
and	O
burrow	O
in	O
the	O
earth	O
like	O
a	O
rabbit	O
.	O

The	O
fowls	O
we	O
shot	O
were	O
duck	O
and	O
mallard	O
,	O
teal	O
and	O
widgeon	O
,	O
the	O
same	O
as	O
in	O
England	PNM
in	O
shape	O
and	O
size	O
,	O
only	O
the	O
colour	O
generally	O
grey	O
,	O
with	O
white	O
in	O
the	O
breast	O
,	O
and	O
green	O
heads	O
;	O
the	O
flesh	O
the	O
same	O
as	O
ours	O
,	O
and	O
very	O
good	O
.	O

We	O
saw	O
wild	O
geese	O
and	O
wild	O
swans	O
,	O
but	O
shot	O
none	O
;	O
we	O
saw	O
also	O
guinacoes	O
,	O
or	O
Peruvian	PNM
sheep	O
,	O
as	O
big	O
as	O
small	O
mules	O
,	O
but	O
could	O
not	O
get	O
at	O
them	O
;	O
for	O
as	O
soon	O
as	O
we	O
stepped	O
toward	O
them	O
,	O
they	O
would	O
call	O
to	O
one	O
another	O
,	O
to	O
give	O
notice	O
of	O
us	O
,	O
and	O
then	O
troop	O
altogether	O
and	O
be	O
gone	O
.	O

This	O
is	O
an	O
excellent	O
country	O
for	O
